goal,dimension,region_id,score,yr_text,year
AO,resilience,4,85.92,2003,2003
FIS,resilience,4,87.33,2003,2003
HAB,resilience,4,87.33,2003,2003
ICO,resilience,4,87.33,2003,2003
SAL,resilience,4,87.33,2003,2003
AO,resilience,5,85.61,2003,2003
FIS,resilience,5,90.03,2003,2003
HAB,resilience,5,90.03,2003,2003
ICO,resilience,5,90.03,2003,2003
SAL,resilience,5,90.03,2003,2003
AO,resilience,6,84.79,2003,2003
FIS,resilience,6,84.82,2003,2003
HAB,resilience,6,84.82,2003,2003
ICO,resilience,6,84.82,2003,2003
SAL,resilience,6,84.82,2003,2003
FIS,resilience,7,94.43,2003,2003
HAB,resilience,7,94.43,2003,2003
ICO,resilience,7,94.43,2003,2003
SAL,resilience,7,94.43,2003,2003
AO,resilience,8,83.56,2003,2003
FIS,resilience,8,86.44,2003,2003
HAB,resilience,8,86.44,2003,2003
ICO,resilience,8,86.44,2003,2003
SAL,resilience,8,86.44,2003,2003
AO,resilience,1,83.73,2004,2004
FIS,resilience,1,84.83,2004,2004
HAB,resilience,1,84.83,2004,2004
ICO,resilience,1,84.83,2004,2004
SAL,resilience,1,84.83,2004,2004
AO,resilience,2,86.41,2004,2004
FIS,resilience,2,88.72,2004,2004
HAB,resilience,2,88.72,2004,2004
ICO,resilience,2,88.72,2004,2004
SAL,resilience,2,88.72,2004,2004
AO,resilience,3,86.29,2004,2004
FIS,resilience,3,88.62,2004,2004
HAB,resilience,3,88.62,2004,2004
ICO,resilience,3,88.62,2004,2004
SAL,resilience,3,88.62,2004,2004
AO,resilience,4,85.92,2004,2004
FIS,resilience,4,87.33,2004,2004
HAB,resilience,4,87.33,2004,2004
ICO,resilience,4,87.33,2004,2004
SAL,resilience,4,87.33,2004,2004
AO,resilience,5,85.61,2004,2004
FIS,resilience,5,90.03,2004,2004
HAB,resilience,5,90.03,2004,2004
ICO,resilience,5,90.03,2004,2004
SAL,resilience,5,90.03,2004,2004
AO,resilience,6,84.79,2004,2004
FIS,resilience,6,84.82,2004,2004
HAB,resilience,6,84.82,2004,2004
ICO,resilience,6,84.82,2004,2004
SAL,resilience,6,84.82,2004,2004
FIS,resilience,7,94.43,2004,2004
HAB,resilience,7,94.43,2004,2004
ICO,resilience,7,94.43,2004,2004
SAL,resilience,7,94.43,2004,2004
AO,resilience,8,83.56,2004,2004
FIS,resilience,8,86.44,2004,2004
HAB,resilience,8,86.44,2004,2004
ICO,resilience,8,86.44,2004,2004
SAL,resilience,8,86.44,2004,2004
AO,resilience,1,83.55,2005,2005
FIS,resilience,1,84.67,2005,2005
HAB,resilience,1,84.67,2005,2005
ICO,resilience,1,84.67,2005,2005
SAL,resilience,1,84.67,2005,2005
AO,resilience,2,86.26,2005,2005
FIS,resilience,2,88.63,2005,2005
HAB,resilience,2,88.63,2005,2005
ICO,resilience,2,88.63,2005,2005
SAL,resilience,2,88.63,2005,2005
AO,resilience,3,86.15,2005,2005
FIS,resilience,3,88.58,2005,2005
HAB,resilience,3,88.58,2005,2005
ICO,resilience,3,88.58,2005,2005
SAL,resilience,3,88.58,2005,2005
AO,resilience,4,85.77,2005,2005
FIS,resilience,4,87.21,2005,2005
HAB,resilience,4,87.21,2005,2005
ICO,resilience,4,87.21,2005,2005
SAL,resilience,4,87.21,2005,2005
AO,resilience,5,85.46,2005,2005
FIS,resilience,5,89.97,2005,2005
HAB,resilience,5,89.97,2005,2005
ICO,resilience,5,89.97,2005,2005
SAL,resilience,5,89.97,2005,2005
AO,resilience,6,84.62,2005,2005
FIS,resilience,6,84.66,2005,2005
HAB,resilience,6,84.66,2005,2005
ICO,resilience,6,84.66,2005,2005
SAL,resilience,6,84.66,2005,2005
FIS,resilience,7,94.43,2005,2005
HAB,resilience,7,94.43,2005,2005
ICO,resilience,7,94.43,2005,2005
SAL,resilience,7,94.43,2005,2005
AO,resilience,8,83.4,2005,2005
FIS,resilience,8,86.39,2005,2005
HAB,resilience,8,86.39,2005,2005
ICO,resilience,8,86.39,2005,2005
SAL,resilience,8,86.39,2005,2005
AO,resilience,1,83.73,2006,2006
FIS,resilience,1,84.84,2006,2006
HAB,resilience,1,84.84,2006,2006
ICO,resilience,1,84.84,2006,2006
SAL,resilience,1,84.84,2006,2006
AO,resilience,2,86.41,2006,2006
FIS,resilience,2,88.75,2006,2006
HAB,resilience,2,88.75,2006,2006
ICO,resilience,2,88.75,2006,2006
SAL,resilience,2,88.75,2006,2006
AO,resilience,3,86.3,2006,2006
FIS,resilience,3,88.67,2006,2006
HAB,resilience,3,88.67,2006,2006
ICO,resilience,3,88.67,2006,2006
SAL,resilience,3,88.67,2006,2006
AO,resilience,4,85.92,2006,2006
FIS,resilience,4,87.34,2006,2006
HAB,resilience,4,87.34,2006,2006
ICO,resilience,4,87.34,2006,2006
SAL,resilience,4,87.34,2006,2006
AO,resilience,5,85.61,2006,2006
FIS,resilience,5,90.06,2006,2006
HAB,resilience,5,90.06,2006,2006
ICO,resilience,5,90.06,2006,2006
SAL,resilience,5,90.06,2006,2006
AO,resilience,6,84.79,2006,2006
FIS,resilience,6,84.82,2006,2006
HAB,resilience,6,84.82,2006,2006
ICO,resilience,6,84.82,2006,2006
SAL,resilience,6,84.82,2006,2006
FIS,resilience,7,94.44,2006,2006
HAB,resilience,7,94.44,2006,2006
ICO,resilience,7,94.44,2006,2006
SAL,resilience,7,94.44,2006,2006
AO,resilience,8,83.57,2006,2006
FIS,resilience,8,86.51,2006,2006
HAB,resilience,8,86.51,2006,2006
ICO,resilience,8,86.51,2006,2006
SAL,resilience,8,86.51,2006,2006
AO,resilience,1,83.74,2007,2007
FIS,resilience,1,84.84,2007,2007
HAB,resilience,1,84.84,2007,2007
ICO,resilience,1,84.84,2007,2007
SAL,resilience,1,84.84,2007,2007
AO,resilience,2,86.41,2007,2007
FIS,resilience,2,88.75,2007,2007
HAB,resilience,2,88.75,2007,2007
ICO,resilience,2,88.75,2007,2007
SAL,resilience,2,88.75,2007,2007
AO,resilience,3,86.3,2007,2007
FIS,resilience,3,88.67,2007,2007
HAB,resilience,3,88.67,2007,2007
ICO,resilience,3,88.67,2007,2007
SAL,resilience,3,88.67,2007,2007
AO,resilience,4,85.92,2007,2007
FIS,resilience,4,87.34,2007,2007
HAB,resilience,4,87.34,2007,2007
ICO,resilience,4,87.34,2007,2007
SAL,resilience,4,87.34,2007,2007
AO,resilience,5,85.61,2007,2007
FIS,resilience,5,90.06,2007,2007
HAB,resilience,5,90.06,2007,2007
ICO,resilience,5,90.06,2007,2007
SAL,resilience,5,90.06,2007,2007
AO,resilience,6,84.79,2007,2007
FIS,resilience,6,84.82,2007,2007
HAB,resilience,6,84.82,2007,2007
ICO,resilience,6,84.82,2007,2007
SAL,resilience,6,84.82,2007,2007
FIS,resilience,7,94.44,2007,2007
HAB,resilience,7,94.44,2007,2007
ICO,resilience,7,94.44,2007,2007
SAL,resilience,7,94.44,2007,2007
AO,resilience,8,83.57,2007,2007
FIS,resilience,8,86.51,2007,2007
HAB,resilience,8,86.51,2007,2007
ICO,resilience,8,86.51,2007,2007
SAL,resilience,8,86.51,2007,2007
AO,resilience,1,83.73,2008,2008
FIS,resilience,1,84.84,2008,2008
HAB,resilience,1,84.84,2008,2008
ICO,resilience,1,84.84,2008,2008
SAL,resilience,1,84.84,2008,2008
AO,resilience,2,86.41,2008,2008
FIS,resilience,2,88.75,2008,2008
HAB,resilience,2,88.75,2008,2008
ICO,resilience,2,88.75,2008,2008
SAL,resilience,2,88.75,2008,2008
AO,resilience,3,86.3,2008,2008
FIS,resilience,3,88.67,2008,2008
HAB,resilience,3,88.67,2008,2008
ICO,resilience,3,88.67,2008,2008
SAL,resilience,3,88.67,2008,2008
AO,resilience,4,85.92,2008,2008
FIS,resilience,4,87.34,2008,2008
HAB,resilience,4,87.34,2008,2008
ICO,resilience,4,87.34,2008,2008
SAL,resilience,4,87.34,2008,2008
AO,resilience,5,85.61,2008,2008
FIS,resilience,5,90.06,2008,2008
HAB,resilience,5,90.06,2008,2008
ICO,resilience,5,90.06,2008,2008
SAL,resilience,5,90.06,2008,2008
AO,resilience,6,84.79,2008,2008
FIS,resilience,6,84.82,2008,2008
HAB,resilience,6,84.82,2008,2008
ICO,resilience,6,84.82,2008,2008
SAL,resilience,6,84.82,2008,2008
FIS,resilience,7,94.44,2008,2008
HAB,resilience,7,94.44,2008,2008
ICO,resilience,7,94.44,2008,2008
SAL,resilience,7,94.44,2008,2008
AO,resilience,8,83.57,2008,2008
FIS,resilience,8,86.51,2008,2008
HAB,resilience,8,86.51,2008,2008
ICO,resilience,8,86.51,2008,2008
SAL,resilience,8,86.51,2008,2008
AO,resilience,1,83.83,2009,2009
FIS,resilience,1,84.92,2009,2009
HAB,resilience,1,84.92,2009,2009
ICO,resilience,1,84.92,2009,2009
SAL,resilience,1,84.92,2009,2009
AO,resilience,2,86.49,2009,2009
FIS,resilience,2,88.8,2009,2009
HAB,resilience,2,88.8,2009,2009
ICO,resilience,2,88.8,2009,2009
SAL,resilience,2,88.8,2009,2009
AO,resilience,3,86.37,2009,2009
FIS,resilience,3,88.69,2009,2009
HAB,resilience,3,88.69,2009,2009
ICO,resilience,3,88.69,2009,2009
SAL,resilience,3,88.69,2009,2009
AO,resilience,4,85.99,2009,2009
FIS,resilience,4,87.39,2009,2009
HAB,resilience,4,87.39,2009,2009
ICO,resilience,4,87.39,2009,2009
SAL,resilience,4,87.39,2009,2009
AO,resilience,5,85.68,2009,2009
FIS,resilience,5,90.09,2009,2009
HAB,resilience,5,90.09,2009,2009
ICO,resilience,5,90.09,2009,2009
SAL,resilience,5,90.09,2009,2009
AO,resilience,6,84.88,2009,2009
FIS,resilience,6,84.91,2009,2009
HAB,resilience,6,84.91,2009,2009
ICO,resilience,6,84.91,2009,2009
SAL,resilience,6,84.91,2009,2009
FIS,resilience,7,94.44,2009,2009
HAB,resilience,7,94.44,2009,2009
ICO,resilience,7,94.44,2009,2009
SAL,resilience,7,94.44,2009,2009
AO,resilience,8,83.65,2009,2009
FIS,resilience,8,86.53,2009,2009
HAB,resilience,8,86.53,2009,2009
ICO,resilience,8,86.53,2009,2009
SAL,resilience,8,86.53,2009,2009
AO,resilience,1,83.74,2010,2010
FIS,resilience,1,84.86,2010,2010
HAB,resilience,1,84.86,2010,2010
ICO,resilience,1,84.86,2010,2010
SAL,resilience,1,84.86,2010,2010
AO,resilience,2,86.41,2010,2010
FIS,resilience,2,88.76,2010,2010
HAB,resilience,2,88.76,2010,2010
ICO,resilience,2,88.76,2010,2010
SAL,resilience,2,88.76,2010,2010
AO,resilience,3,86.3,2010,2010
FIS,resilience,3,88.67,2010,2010
HAB,resilience,3,88.67,2010,2010
ICO,resilience,3,88.67,2010,2010
SAL,resilience,3,88.67,2010,2010
AO,resilience,4,85.92,2010,2010
FIS,resilience,4,87.33,2010,2010
HAB,resilience,4,87.33,2010,2010
ICO,resilience,4,87.33,2010,2010
SAL,resilience,4,87.33,2010,2010
AO,resilience,5,85.61,2010,2010
FIS,resilience,5,90.06,2010,2010
HAB,resilience,5,90.06,2010,2010
ICO,resilience,5,90.06,2010,2010
SAL,resilience,5,90.06,2010,2010
AO,resilience,6,84.79,2010,2010
FIS,resilience,6,84.82,2010,2010
HAB,resilience,6,84.82,2010,2010
ICO,resilience,6,84.82,2010,2010
SAL,resilience,6,84.82,2010,2010
FIS,resilience,7,94.44,2010,2010
HAB,resilience,7,94.44,2010,2010
ICO,resilience,7,94.44,2010,2010
SAL,resilience,7,94.44,2010,2010
AO,resilience,8,83.57,2010,2010
FIS,resilience,8,86.51,2010,2010
HAB,resilience,8,86.51,2010,2010
ICO,resilience,8,86.51,2010,2010
SAL,resilience,8,86.51,2010,2010
AO,resilience,1,83.74,2011,2011
FIS,resilience,1,84.86,2011,2011
HAB,resilience,1,84.86,2011,2011
ICO,resilience,1,84.86,2011,2011
SAL,resilience,1,84.86,2011,2011
AO,resilience,2,86.41,2011,2011
FIS,resilience,2,88.76,2011,2011
HAB,resilience,2,88.76,2011,2011
ICO,resilience,2,88.76,2011,2011
SAL,resilience,2,88.76,2011,2011
AO,resilience,3,86.3,2011,2011
FIS,resilience,3,88.67,2011,2011
HAB,resilience,3,88.67,2011,2011
ICO,resilience,3,88.67,2011,2011
SAL,resilience,3,88.67,2011,2011
AO,resilience,4,85.92,2011,2011
FIS,resilience,4,87.33,2011,2011
HAB,resilience,4,87.33,2011,2011
ICO,resilience,4,87.33,2011,2011
SAL,resilience,4,87.33,2011,2011
AO,resilience,5,85.61,2011,2011
FIS,resilience,5,90.06,2011,2011
HAB,resilience,5,90.06,2011,2011
ICO,resilience,5,90.06,2011,2011
SAL,resilience,5,90.06,2011,2011
AO,resilience,6,84.79,2011,2011
FIS,resilience,6,84.82,2011,2011
HAB,resilience,6,84.82,2011,2011
ICO,resilience,6,84.82,2011,2011
SAL,resilience,6,84.82,2011,2011
FIS,resilience,7,94.44,2011,2011
HAB,resilience,7,94.44,2011,2011
ICO,resilience,7,94.44,2011,2011
SAL,resilience,7,94.44,2011,2011
AO,resilience,8,83.57,2011,2011
FIS,resilience,8,86.51,2011,2011
HAB,resilience,8,86.51,2011,2011
ICO,resilience,8,86.51,2011,2011
SAL,resilience,8,86.51,2011,2011
AO,resilience,1,83.74,2012,2012
FIS,resilience,1,84.86,2012,2012
HAB,resilience,1,84.86,2012,2012
ICO,resilience,1,84.86,2012,2012
SAL,resilience,1,84.86,2012,2012
AO,resilience,2,86.41,2012,2012
FIS,resilience,2,88.76,2012,2012
HAB,resilience,2,88.76,2012,2012
ICO,resilience,2,88.76,2012,2012
SAL,resilience,2,88.76,2012,2012
AO,resilience,3,86.3,2012,2012
FIS,resilience,3,88.67,2012,2012
HAB,resilience,3,88.67,2012,2012
ICO,resilience,3,88.67,2012,2012
SAL,resilience,3,88.67,2012,2012
AO,resilience,4,85.92,2012,2012
FIS,resilience,4,87.33,2012,2012
HAB,resilience,4,87.33,2012,2012
ICO,resilience,4,87.33,2012,2012
SAL,resilience,4,87.33,2012,2012
AO,resilience,5,85.61,2012,2012
FIS,resilience,5,90.06,2012,2012
HAB,resilience,5,90.06,2012,2012
ICO,resilience,5,90.06,2012,2012
SAL,resilience,5,90.06,2012,2012
AO,resilience,6,84.79,2012,2012
FIS,resilience,6,84.82,2012,2012
HAB,resilience,6,84.82,2012,2012
ICO,resilience,6,84.82,2012,2012
SAL,resilience,6,84.82,2012,2012
FIS,resilience,7,94.34,2012,2012
HAB,resilience,7,94.34,2012,2012
ICO,resilience,7,94.34,2012,2012
SAL,resilience,7,94.34,2012,2012
AO,resilience,8,83.57,2012,2012
FIS,resilience,8,86.51,2012,2012
HAB,resilience,8,86.51,2012,2012
ICO,resilience,8,86.51,2012,2012
SAL,resilience,8,86.51,2012,2012
AO,resilience,1,83.92,2013,2013
FIS,resilience,1,85.03,2013,2013
HAB,resilience,1,85.03,2013,2013
ICO,resilience,1,85.03,2013,2013
SAL,resilience,1,85.03,2013,2013
AO,resilience,2,86.45,2013,2013
FIS,resilience,2,88.83,2013,2013
HAB,resilience,2,88.83,2013,2013
ICO,resilience,2,88.83,2013,2013
SAL,resilience,2,88.83,2013,2013
AO,resilience,3,86.44,2013,2013
FIS,resilience,3,88.8,2013,2013
HAB,resilience,3,88.8,2013,2013
ICO,resilience,3,88.8,2013,2013
SAL,resilience,3,88.8,2013,2013
AO,resilience,4,86.02,2013,2013
FIS,resilience,4,87.4,2013,2013
HAB,resilience,4,87.4,2013,2013
ICO,resilience,4,87.4,2013,2013
SAL,resilience,4,87.4,2013,2013
AO,resilience,5,85.62,2013,2013
FIS,resilience,5,90.1,2013,2013
HAB,resilience,5,90.1,2013,2013
ICO,resilience,5,90.1,2013,2013
SAL,resilience,5,90.1,2013,2013
AO,resilience,6,84.95,2013,2013
FIS,resilience,6,84.98,2013,2013
HAB,resilience,6,84.98,2013,2013
ICO,resilience,6,84.98,2013,2013
SAL,resilience,6,84.98,2013,2013
FIS,resilience,7,94.34,2013,2013
HAB,resilience,7,94.34,2013,2013
ICO,resilience,7,94.34,2013,2013
SAL,resilience,7,94.34,2013,2013
AO,resilience,8,83.76,2013,2013
FIS,resilience,8,86.69,2013,2013
HAB,resilience,8,86.69,2013,2013
ICO,resilience,8,86.69,2013,2013
SAL,resilience,8,86.69,2013,2013
AO,resilience,1,83.94,2014,2014
FIS,resilience,1,85.07,2014,2014
HAB,resilience,1,85.07,2014,2014
ICO,resilience,1,85.07,2014,2014
SAL,resilience,1,85.07,2014,2014
AO,resilience,2,86.47,2014,2014
FIS,resilience,2,88.86,2014,2014
HAB,resilience,2,88.86,2014,2014
ICO,resilience,2,88.86,2014,2014
SAL,resilience,2,88.86,2014,2014
AO,resilience,3,86.44,2014,2014
FIS,resilience,3,88.8,2014,2014
HAB,resilience,3,88.8,2014,2014
ICO,resilience,3,88.8,2014,2014
SAL,resilience,3,88.8,2014,2014
AO,resilience,4,86.02,2014,2014
FIS,resilience,4,87.4,2014,2014
HAB,resilience,4,87.4,2014,2014
ICO,resilience,4,87.4,2014,2014
SAL,resilience,4,87.4,2014,2014
AO,resilience,5,85.62,2014,2014
FIS,resilience,5,90.1,2014,2014
HAB,resilience,5,90.1,2014,2014
ICO,resilience,5,90.1,2014,2014
SAL,resilience,5,90.1,2014,2014
AO,resilience,6,84.95,2014,2014
FIS,resilience,6,84.98,2014,2014
HAB,resilience,6,84.98,2014,2014
ICO,resilience,6,84.98,2014,2014
SAL,resilience,6,84.98,2014,2014
FIS,resilience,7,94.34,2014,2014
HAB,resilience,7,94.34,2014,2014
ICO,resilience,7,94.34,2014,2014
SAL,resilience,7,94.34,2014,2014
AO,resilience,8,83.76,2014,2014
FIS,resilience,8,86.69,2014,2014
HAB,resilience,8,86.69,2014,2014
ICO,resilience,8,86.69,2014,2014
SAL,resilience,8,86.69,2014,2014
AO,resilience,1,83.94,2015,2015
FIS,resilience,1,85.07,2015,2015
HAB,resilience,1,85.07,2015,2015
ICO,resilience,1,85.07,2015,2015
SAL,resilience,1,85.07,2015,2015
AO,resilience,2,86.47,2015,2015
FIS,resilience,2,88.86,2015,2015
HAB,resilience,2,88.86,2015,2015
ICO,resilience,2,88.86,2015,2015
SAL,resilience,2,88.86,2015,2015
AO,resilience,3,86.44,2015,2015
FIS,resilience,3,88.8,2015,2015
HAB,resilience,3,88.8,2015,2015
ICO,resilience,3,88.8,2015,2015
SAL,resilience,3,88.8,2015,2015
AO,resilience,4,86.02,2015,2015
FIS,resilience,4,87.4,2015,2015
HAB,resilience,4,87.4,2015,2015
ICO,resilience,4,87.4,2015,2015
SAL,resilience,4,87.4,2015,2015
AO,resilience,5,85.62,2015,2015
FIS,resilience,5,90.1,2015,2015
HAB,resilience,5,90.1,2015,2015
ICO,resilience,5,90.1,2015,2015
SAL,resilience,5,90.1,2015,2015
AO,resilience,6,84.95,2015,2015
FIS,resilience,6,84.98,2015,2015
HAB,resilience,6,84.98,2015,2015
ICO,resilience,6,84.98,2015,2015
SAL,resilience,6,84.98,2015,2015
FIS,resilience,7,94.34,2015,2015
HAB,resilience,7,94.34,2015,2015
ICO,resilience,7,94.34,2015,2015
SAL,resilience,7,94.34,2015,2015
AO,resilience,8,83.76,2015,2015
FIS,resilience,8,86.69,2015,2015
HAB,resilience,8,86.69,2015,2015
ICO,resilience,8,86.69,2015,2015
SAL,resilience,8,86.69,2015,2015
AO,resilience,1,83.94,2016,2016
FIS,resilience,1,85.07,2016,2016
HAB,resilience,1,85.07,2016,2016
ICO,resilience,1,85.07,2016,2016
SAL,resilience,1,85.07,2016,2016
AO,resilience,2,86.47,2016,2016
FIS,resilience,2,88.86,2016,2016
HAB,resilience,2,88.86,2016,2016
ICO,resilience,2,88.86,2016,2016
SAL,resilience,2,88.86,2016,2016
AO,resilience,3,86.44,2016,2016
FIS,resilience,3,88.8,2016,2016
HAB,resilience,3,88.8,2016,2016
ICO,resilience,3,88.8,2016,2016
SAL,resilience,3,88.8,2016,2016
AO,resilience,4,86.02,2016,2016
FIS,resilience,4,87.4,2016,2016
HAB,resilience,4,87.4,2016,2016
ICO,resilience,4,87.4,2016,2016
SAL,resilience,4,87.4,2016,2016
AO,resilience,5,85.62,2016,2016
FIS,resilience,5,90.1,2016,2016
HAB,resilience,5,90.1,2016,2016
ICO,resilience,5,90.1,2016,2016
SAL,resilience,5,90.1,2016,2016
AO,resilience,6,84.95,2016,2016
FIS,resilience,6,84.98,2016,2016
HAB,resilience,6,84.98,2016,2016
ICO,resilience,6,84.98,2016,2016
SAL,resilience,6,84.98,2016,2016
FIS,resilience,7,94.34,2016,2016
HAB,resilience,7,94.34,2016,2016
ICO,resilience,7,94.34,2016,2016
SAL,resilience,7,94.34,2016,2016
AO,resilience,8,83.76,2016,2016
FIS,resilience,8,86.69,2016,2016
HAB,resilience,8,86.69,2016,2016
ICO,resilience,8,86.69,2016,2016
SAL,resilience,8,86.69,2016,2016
